"time","marketStatus","inplay","competitor","competitorStatus","backPrice1","backVolume1","layPrice1","layVolume1"
2018-06-20 16:04:59,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:04:59,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:00,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:01,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:01,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:02,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:03,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:04,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:04,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:05,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:06,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:06,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:07,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:08,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:09,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:09,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:10,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:11,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:11,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:12,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:13,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:14,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:14,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:15,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:16,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:16,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:17,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:18,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:18,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:19,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:20,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:21,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:21,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:22,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:23,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:24,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:24,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:25,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:26,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:26,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:27,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:28,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:29,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:29,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:30,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:31,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:32,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:32,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:33,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:34,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:35,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:35,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:36,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:37,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:38,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:39,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:40,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:41,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:41,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:42,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:43,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
2018-06-20 16:05:44,"SUSPENDED",TRUE,868018,"ACTIVE","70","2.8","NA","NA"
